year,drug_name,drug_link,drug_info,indication,stn,manufacturer,manufacturer_info,license_num,approval_date,biologics_id
2016,IH-Anit-D (RH1) Blend,https://wayback.archive-it.org/7993/20170112095143/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm526645.htm,"Blood Grouping Reagent, Anti-D (Monoclonal Blend)(Formulated for Automated Testing)",It is intended to be used with the IH-Card AHG Anti-IgG for testing weak and partial D antigens (including DVI) in Low Saline Solution (LISS)-Indirect Antiglobulin Test (IAT) on the IH-1000 Analyser System.,125533/0,Bio-Rad Medical Diagnostics GmbH,"Bio-Rad Medical Diagnostics GmbHIndustriestrasse 1, D-63303 Dreieich GermanyLic. # 1845",1845,2016-10-21,328
2016,"Anti-Human Globulin Anti-IgG,-C3d; Polyspecific IH-Card AHG Anti-IgG,-C3d",https://wayback.archive-it.org/7993/20170112095143/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm526640.htm,Anti-Human Globulin (Rabbit/Murine Monoclonal) (Formulated for Automated Testing),"The Anti-Human Globulin (Rabbit/Murine Monoclonal) (Formulated for Automated Testing) is indicated for use in IH-Cards AHG Anti-IgG, -C3d product is detection of antibodies and complement on human red blood cells using Direct and Indirect Antiglobulin Tests on the IH Analyzer System.",125529/0,Bio-Rad Medical Diagnostics GmbH,"Bio-Rad Medical Diagnostics GmbHIndustriestrasse 1, D-63303 Dreieich GermanyLic. # 1845",1845,2016-10-21,329
2016,IH-Card ABO D(DVI+)+Rev A1B;,https://wayback.archive-it.org/7993/20170112095143/http://www.fda.gov/BiologicsBloodVaccines/BloodBloodProducts/ApprovedProducts/LicensedProductsBLAs/BloodDonorScreening/BloodGroupingReagent/ucm526649.htm," IH-Card ABO D(DVI-)+Rev A1B;  IH-Card ABD(DVI-)-Conf;  IH-Card ABO;  IH-Card ABO RhD(DVI+);  IH-Card ABD(DVI+)-Conf Blood Grouping Reagent, Anti-B (Murine Monoclonal) (IgG)(Formulated for Automated Testing)","Blood Grouping Reagent, Anti-B (Murine Monoclonal) (IgG) (Formulated for Automated Testing) is intended for use in IH-Card BGR products.The IH-Card products are intended to be used on the IH-1000 Analyzer system for blood grouping and antigen typing of human red blood samples using the hemagglutination and gel filtration technique",125532/0,Bio-Rad Medical Diagnostics GmbH,"Bio-Rad Medical Diagnostics GmbHIndustriestrasse 1, D-63303 Dreieich GermanyLic. # 1845",1845,2016-10-21,330
2016,Cell Line: ESD,,"1 M Blood Grouping Reagent, Anti-D (Human/Murine Heterohybridoma) (For Further Manufacturing Use)","The Blood Grouping Reagents (For Further Manufacturing Use) are indicated for use in the manufacture of in vitro product Blood Grouping Reagents, Anti-D by Bio-Rad Medical Diagnostics (BMD) GmbH U.S. License No. 1845 under a shared manufacturing agreement for further manufacturing into final get card products for use on the IH-1000 System.",125550/0,Alba Bioscience Limited,"Alba Bioscience LimitedEllen's Glen Road, Edinburgh EH17 7QT United KingdomLic. # 1807",1807,2016-10-21,331
2017,Odactra,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/allergenics/odactra,    House Dust Mites Allergenics Extract,"House Dust Mite (Dermatophagoides farinae and Dermatophagoides pteronyssinus) Allergen Extract is indicated as immunotherapy for house dust mite (HDM)-induced allergic rhinitis, with or without conjunctivitis, confirmed by in vitro testing for IgE antibodies to Dermatophagoides farinae or Dermatophagoides pteronyssinus house dust mites, or skin testing to licensed house dust mite allergen extracts. House Dust Mite (Dermatophagoides farinae and Dermatophagoides pteronyssinus) Allergen Extract is approved for use in adults 18 through 65 years of age.",125592/0,Merck Sharp &amp; Dohme Corp.,"Merck Sharp & Dohme Corp.    1 Merck Drive,    Whitehouse Station, NJ, 08889-0100    Lic # 2",,2017-03-01,332
2017,Rubber Panel T.R.U.E. TEST,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/allergenics/rubber-panel-true-test,    Rubber Panel Thin-Layer Rapid Use Epicutaneous Patch Test,Rubber Panel Thin-Layer Rapid Use Epicutaneous Patch Test is indicated for use as an aid in the diagnosis of allergic contact dermatitis in persons 6 years of age and older whose history suggests sensitivity to one or more of the five substances included on the Rubber Panel T.R.U.E. TEST.,125579/0,SmartPractice Denmark ApS,"SmartPractice Denmark ApS    3400 East McDowell Road,    Phoenix, AZ, 85008    Lic # 1888",,2017-03-03,333
2017,"Blood Grouping Reagent, Anti-Jk",,"b  (Monoclonal) (IgM) (For Further Manufacturing Use)     Blood Grouping Reagent, Anti-Jk a  (Monoclonal) (IgM) (For Further Manufacturing Use),     Blood Grouping Reagent, Anti-S (Monoclonal) (IgG) (For Further Manufacturing Use)","Blood Grouping Reagents, Anti-Jkb (Monoclonal)(IgM), Anti-Jka (Monoclonal) (IgM), Anti-S (Monoclonal) (IgG) for For Further Manufacturing Use(FFMU) to be used by -(b)(4)- ------------------- intended for future manufacturing use in production of Blood Grouping Reagents for blood sample phenotyping.","125500/0,   125501/0,   125502/0",Diagast,"Diagast    Parc Eurasante,    Loos Cedex,    59374 France    Lic # 1744",,2017-03-16,334
2017,ORTHO™ Sera Anti- Fy,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/blood-grouping-reagents-anti-fya-anti-jka-anti-jkb-anti-s-anti-s-anti-k-anti-p1,"a ,     ORTHO™ Sera Anti-Jk a ,     ORTHO™ Sera Anti-Jk b ,     ORTHO™ Sera Anti-S,     ORTHO™ Sera Anti-s,     ORTHO™ Sera Anti-K,     ORTHO™ Sera Anti-P1     Blood Grouping Reagent Anti-Fy a  (Monoclonal)(IgG),     Blood Grouping Reagent Anti-Jk a  (Monoclonal),     Blood Grouping Reagent Anti-Jk b  (Monoclonal),     Blood Grouping Reagent Anti-S (Monoclonal)(IgG),     Blood Grouping Reagent Anti-s (Monoclonal)(IgG),     Blood Grouping Reagent Anti-K (Monoclonal),     Blood Grouping Reagent Anti-P1 (Murine Monoclonal)","The Blood Grouping Reagents is indicated to be used with the Ortho ID-Micro Typing System™ Gel System for the detection of blood group antigens Fya Jka, S, s, K, P1, on human red blood cells by Column Agglutination Technology (CAT).","125567/0,   125568/0,   125569/0,   125570/0,   125571/0,   125572/0,   125573/0",Alba Bioscience Limited,"Alba Bioscience Limited    21 Ellen's Glen Road,    Edinburgh, Medlothian    EH17 7QT United Kingdom    Lic # 1807",,2017-03-16,335
2017,[Multiple Products: Human Blood and Blood Components],,,"To supplement this biologics license application for Whole Blood and blood components to include the manufacture of of Red Blood Cells, Leukocytes Reduced and Apheresis Red Blood cells, Leukcytes Reduced utilizing the ---(b)(4)----------------------------- to supplement this biologics license application for Whole Blood and blood components to include --(b)(4)----------- --(b)(4)------------------------------- --------------------------------------------- ---------------------------------------- ------------------------------------------------------------------------------------------- as the testing laboratories to perform FDA required or recommended donor assays.",125396/0,Stanford Blood Center,"Stanford Blood Center    3373 Hillview Avenue,    Palo Alto, CA, 94304    Lic # 1858",,2017-03-29,336
2017,REBINYN,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/rebinyn,"    Coagulation Factor IX (Recombinant), GlycoPEGylated","Indicated for use in adults and children with hemophilia B for:
			On-demand treatment and control of bleeding episodes
Perioperative management of bleeding",125611/0,Novo Nordisk Inc.,"Novo Nordisk Inc.    100 College Road West,    Princeton, NJ, 08540    Lic # 1261",,2017-05-31,337
2017,FIBRYGA,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/fibryga,    Fibrinogen (Human),"Fibrinogen (Human) is indicated for the treatment of acute bleeding episodes in adults and adolescents ≥ 12 years of age with congenital fibrinogen deficiency, including afibrinogenemia and hypofibrinogenemia.",125612/0,Octapharma Pharmazeutika Produktionsges.m.b.H.,"Octapharma Pharmazeutika Produktionsges.m.b.H.    Oberlaaer Strasse 235, Vienna    Lic # 1646",,2017-06-07,338
2017,"Blood Grouping Reagent, Anti-N (Murine Monoclonal)(IgG)(For Further Manufacturing Use)",,,"The Blood Grouping Reagent, Anti-N(Murine Monoclonal)(IgG)(For Further Manufacturing Use) is indicated for use in the manufacture of in vitro product Blood Grouping Reagent, Anti-N (Murine Monoclonal) IgG by -------------------------------(b)(4)-------------------------, under a shared manufacturing arrangement.",125583/0,Millipore (UK) Ltd.,"Millipore (UK) Ltd.    Fleming Road, Livingston, EH54 7BN,    United Kingdom    Lic # 1761",,2017-06-16,339
2017,HAEGARDA,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/haegarda,    C1 Esterase Inhibitor Subcutaneous (Human),C1 Esterase Inhibitor Subcutaneous (Human) is indicated for routine prophylaxis to prevent Hereditary Angioedema (HAE) attacks in adolescent and adult patients.,125606/0,CSL Behring GmbH,"CSL Behring GmbH    1020 First Avenue,    King of Prussia, PA, 19406-0901    Lic # 1765",,2017-06-22,340
2017,"Blood Grouping Reagent, Anti-Fyb (Monoclonal) (For Further Manufacturing Use)",,,"Anti- Fyb Human Monoclonal (lgM) Blood Grouping Reagent for Further Manufacturing Use (FFMU) Cell Line: ------------------------------------ -----------------
			------------------------------------ --------------------------(b)(4)-------------------------------------------------------------
			------------------------------------------------- ------------------------",125638/0,Millipore (UK) Ltd.,"Millipore (UK) Ltd.    Fleming Road, Livingston, EH54 7BN,    United Kingdom    Lic # 1761",,2017-07-07,341
2017,"Blood Grouping Reagent, Anti-Fyb (Human/Murine Monoclonal)",https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/albaclone-anti-fyb-humanmurine-monoclonal,,"Blood Grouping Reagent, Anti-Fyb (Human/Murine Monoclonal) is indicated for the Direct Agglutination Test by Tube Technique for the qualitative in vitro detection and identification of human Fyb positive red blood cells.",125637/0,Alba Bioscience Limited,"Alba Bioscience Limited    Ellen's Glen Road,    Edinburgh EH17 7QT, United Kingdom    Lic # 1807",,2017-07-07,342
2017,KEDRAB,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/approved-blood-products/kedrab,    Rabies Immune Globulin (Human),"For Passive, transient post-exposure prophylaxis (PEP) of rabies infection, when given immediately after contact with a rabid or possibly rabid animal. Rabies Immune Globulin (Human) should be administered concurrently with a full course of rabies vaccine.",125613/0,Kamada Ltd.,"Kamada Ltd.    7 Sapir Street,    Ness Ziona, 74140,    Israel    Lic # 1826",,2017-08-23,343
2017,KYMRIAH,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/kymriah-tisagenlecleucel,    Tisagenlecleucel,For the treatment of patients up to 25 years of age with B-cell precursor acute lymphoblastic leukemia (ALL) that is refractory or in second or later relapse.,125646/0,Novartis Pharmaceuticals Corporation,"Novartis Pharmaceuticals Corporation    59 Route 10, East    Hanover, NJ,    07936-1080    Lic # 1244",,2017-08-30,344
2017,Anti-Human Globulin (Murine Monoclonal),https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/albaclone-anti-c3d-murine-monoclonal,,"A bundled submission for the following 3 products. Anti-IgG, -C3d Polyspecific (Rabbit Polyclonal and Murine Monoclonal), product code Z350U - (FDAs name: an Globulin (Rabbit/Murine Monoclonal) Anti-IgG (Rabbit Polyclonal), product code Z356U - ( FDAs name: Anti-Human Globulin) Anti-C3d ALBAclone (Murine Monoclonal IgG), product code Z360U - (FDAs name: Anti-Human Globulin (Murine Monoclonal))",125463/0,Alba Bioscience Limited,"Alba Bioscience Limited    Ellen's Glen Road,    Edinburgh EH17 7QT, United Kingdom    Lic # 1807",,2017-09-21,345
2017,Anti-Human Globulin,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/anti-human-globulin-anti-igg-rabbit,,"A bundled submission for the following 3 products Anti-IgG, -C3d Polyspecific (Rabbit Polyclonal and Murine Monoclonal), product code Z350U - (FDA's name: an Globulin (Rabbit/Murine Monoclonal) Anti-IgG (Rabbit Polyclonal), product code Z356U - (FDA's name: Anti-Human Globulin) Anti-C3d ALBAclone (Murine Monoclonal IgG), product code Z360U - (FDA's name: Anti-Human Globulin (Murine Monoclonal))",125464/0,Alba Bioscience Limited,"Alba Bioscience Limited    Ellen's Glen Road,    Edinburgh EH17 7QT, United Kingdom    Lic # 1807",,2017-09-21,346
2017,cobas,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/cobas-zika,"®  Zika, Nucleic acid test for use on the cobas ®  6800/8800 systems     cobas Zika","The cobas® Zika for use on the cobas® 6800 and cobas® 8800 Systems is a qualitative in vitro nucleic acid screening test for the direct detection of Zika virus RNA in human plasma. This test is intended for use to screen donor samples for Zika virus RNA in plasma samples from individual human donors, including donors of whole blood and blood components, and other living donors. This test is also intended for use to screen organ and tissue donors when donor samples are obtained while the donor’s heart is still beating. Plasma from all donors should be screened as individual samples. The test is not intended for use as an aid in diagnosis of Zika virus infection. This test is not intended for use on samples of other body fluids. This test is not intended for use on samples of cord blood.",125653/0,"Roche Molecular Systems, Inc.","Roche Molecular Systems, Inc.    4300 Hacienda Dr,    Pleasanton, CA,    94588-2722    Lic # 1636",,2017-10-05,347
2017,Anti-Human Globulin (Rabbit/Murine Monoclonal),https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/anti-human-globulin-anti-igg-c3d-polyspecific-rabbitmurine-monoclonal-green,,Anti- Human Globulin (Rabbit/Murine Monoclonal) is intended for use in the direct antiglobulin test to detect the in vivo coating of human red blood cells with IgG and/or C3b and/or C3d components and the indirect antiglobulin test to detect the in vitro coating of human red blood cells with IgG and/or C3b and/or C3d components.,125465/0,Alba Bioscience Limited,"Alba Bioscience Limited    Ellen's Glen Road,    Edinburgh EH17    7QT, United    Kingdom    Lic # 1807",,2017-10-15,348
2017,YESCARTA,https://www.fda.govhttps://public4.pagefreezer.com:443/content/FDA/29-01-2023T09:49/https://www.fda.gov/vaccines-blood-biologics/cellular-gene-therapy-products/yescarta-axicabtagene-ciloleucel,    axicabtagene ciloleucel,"Indicated for the treatment of adult patients with relapsed or refractory large B-cell lymphoma after two or more lines of systemic therapy, including diffuse large B-cell lymphoma (DLBCL) not otherwise specified, primary mediastinal large B-cell lymphoma, high grade B-cell lymphoma, and DLBCL arising from follicular lymphoma. Axicabtagene ciloleucel is not indicated for the treatment of patients with primary central nervous system lymphoma.",125643/0,Kite Pharma Inc.,"Kite Pharma Inc.    2225 Colorado    Avenue, Santa    Monica, CA, 90404    Lic # 2064",,2017-10-18,349
